PMID
28938242
36417023
32852280
34729953
24682495
30942863
31438161
37712829
35673198
37213191
29726423
35672989
34986681
34871428
38223535
30854563
37523918
30715327
31859675
28495345
30094285
37172177
35673209
37203487
25301198
34773767
37681826
28269833
20728956
28469389
36380849
29726424
29968601
16160228
38682530
37773923
35956136
23304288
35742627
29855327
32000268
32022884
30884973
23394741
14728426
34889526
22874194
36006638
30306916
37456264
31438219
35673030
35612131
24872909
34298155
11911606
26152975
37203669
38100200
34795077
35672964
34653239
38504179
32570389
16153886
22523345
14671967
35135538
26284156
27507090
27405886
37223319
36599261
38176355
34545821
26518194
35208591
34613409
25319813
25991243
28256114
34042786
37627056
32481389
15469411
31438173
25848595
31227427
25379128
35675474
34858777
32706673
30675675
12807807
28154834
19657544
34350882
29903409
9357597
29726438
31628137
37203647
35119045
26290882
26958297
24534443
18048122
35459201
28423807
31445247
32679585
36548286
31131147
28606088
22874264
34324076
36089199
35944597
34419990
38442906
33741353
33190464
29460090
28754522
35933465
37066097
30612785
33989014
29501921
30815141
30686480
25825668
35118603
24867195
34919694
29368609
30658633
34425864
26094821
32652989
30306904
36318244
30233354
33729486
34042623
25160351
21893816
28829408
28588122
24943528
36590351
18694001
29854210
26475750
35345302
31633999
21521456
36799938
35612010
18312970
38573195
28487263
35669857
29801178
27491665
27071886
30815181
11911605
35289370
23920680
24427531
30773591
37203675
38777803
21872681
21933571
29847842
31029266
24223403
26032246
11187660
33052114
35580530
30340483
30525932
25588043
31201587
21818458
11971885
21856687
30741168
31438208
22536972
31438251
16779011
35289369
17238636
31258960
24303294
34714250
18998950
34898457
29446115
12234716
25991160
31261630
11080028
25991292
32570356
31592524
32573837
32570443
21347102
31437900
14608890
33974947
36325856
29295155
35768861
28365240
29887730
28399687
32314069
35544891
38222365
29854228
10566459
37913729
26797535
22574573
35773802
36841656
29403096
28053065
33087600
28883177
36239847
32638010
37534004
32066619
31382921
11137474
29249339
30497872
32885240
29269220
32940707
37107042
32570571
35673018
23523876
31230506
30147037
31892775
15484440
35751746
36521133
29295360
10566489
30699459
28495862
29409033
28806953
23836125
10566432
37387019
35015861
23294434
34042902
34405297
11452577
17938772
20351858
31438171
27274012
20190054
24326179
28861720
36073470
34457132
17911844
27506144
37229790
30779778
24303274
26769124
34195554
37650032
26431073
33001199
34148465
25803561
36750932
35936991
25954574
34655769
35612012
27251331
29020642
31798300
26198304
11604823
33386963
37505911
32526601
28883190
19151882
29132446
37670961
33993254
28232905
28339516
31622800
32496846
28930362
16160254
36841652
33845655
17724369
31709390
38621193
37203485
17238767
18999019
30208771
31349297
36870586
25609721
20363447
17727235
30255805
31514209
33166379
31438257
36070785
33465248
38265797
30937324
30137378
37079032
23420567
36280038
33706491
28033091
37001040
31437899
21042830
22452993
26672241
29437604
30306899
11911607
11234730
33880513
33798717
24701413
16416935
28508775
27016727
20351882
28861455
26517578
29121175
37167578
33500571
36493388
28848645
24480646
29596094
30394981
35455730
32302034
35252956
25954394
31438180
12766277
23920920
34042646
21626877
17238663
11452578
36762876
31243898
21848451
35890305
33718784
30942705
23888095
34755956
31425223
32106704
11351809
29295361
32193976
26683238
29685507
30863038
29389335
27107442
37074700
29748177
12463869
29295451
31704751
29407538
11433546
17102379
32233158
28051985
21601652
28319582
30657379
30311556
38650378
32142371
29255993
35289368
23450342
21346987
29667017
25681298
21469517
24327665
29313057
31985608
22292392
21175009
11066281
24303325
31437968
10622868
18999040
38269760
21216807
28779458
28669611
31878801
31584918
25298815
30914045
28483308
28356203
32556310
33264300
32569670
19919329
34286240
38388919
30673983
15869209
30599426
23238419
34042754
32312259
38765555
23639751
31357019
17238381
29764057
23957667
18999014
32172639
25160190
29127703
37615085
32132511
30139898
15368782
19931828
20351830
26363001
10140897
19683070
30124903
38222435
16779156
15019654
24287172
29768801
29970363
23657695
21352224
28743204
15924186
29920452
22292391
18999273
28974501
29302768
21893878
9592525
11153356
26737777
22164580
20202501
15537134
8277798
11010367
11079983
15810517
32428022
31531814
24778202
18694189
35612083
16946712
32321390
21818439
32602916
32762970
37790390
23095472
29295440
19604741
33440429
29295111
11604923
22080292
35627866
14728522
35401179
18999194
33521563
21347024
26306276
27288324
33603329
36999758
31711745
33520094
9824799
18487773
29691201
24262893
35308947
26588090
31645076
37632234
38322427
29888055
36540898
16548408
25848564
34922538
24743073
14728416
21818427
24303270
32090211
37193038
24465229
25417081
17911750
37859450
31107176
21347152
19638188
20122820
29042857
24692303
18999063
38280654
25276372
31145455
37510810
29725648
19365160
30225406
34720142
32864420
24825683
15648044
31483282
34870187
21946237
31438258
27443633
31680585
23878040
38706734
29029688
18999017
22890352
26262215
31098679
24303229
29801945
27601872
38580338
26563260
29402418
33622552
32672919
24471333
9604782
36044611
10338713
38128198
25490718
24516033
22646313
36176573
29774589
28277812
24551366
22874375
38274333
23402960
24605549
21347133
23304327
20351885
28845882
21829659
14664047
38153801
21986292
32913425
26534843
25160362
14728404
36793489
36217861
32819037
30741215
31640403
30785027
20054735
33959677
15067170
32477675
32591833
19097774
16517353
9001850
30009991
38034078
10181908
34316386
26296640
21314222
38749399
28883172
36601546
35713633
11452575
32935049
35781655
29777325
35298536
23285920
33971361
25608318
37410797
23038408
33719780
31426795
24303263
11833476
31437882
33125605
23907716
30035271
20351886
25453276
31640611
32049627
31472294
30346297
37993526
22228030
28472350
36923274
32752977
22311158
36037733
26562129
28503676
22828716
20841676
26306284
27482133
28269866
22066972
32794224
28600155
38111417
26524889
19455246
22925782
21621440
23304381
20351920
17369164
37601037
32212093
36073455
28334291
28876293
23616851
10163171
38333954
27603225
31562777
12807803
38065310
26116856
30306905
21860057
25160307
26539541
34166310
28365183
23920818
11604738
36951923
32923903
26302092
23462966
29024980
24110802
34818955
17275535
25471452
19008277
22973733
24808811
37651451
15694636
17102235
34425791
22161304
21537849
34953008
34664656
31715273
30815192
18999141
38450789
25155030
33881541
28756081
37810625
35312023
18814498
38475170
27651940
22878682
36584201
23163831
35809593
28800599
34151985
26543644
26126271
34793644
26262353
33552443
22797045
31518091
35235994
28591064
25185625
28638518
25160292
27185194
26543873
23569581
23117567
27493451
25517412
37532984
9726181
28756056
31390015
30423028
